date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:14:35	10837/10837	---M--	200	added ('OK')	text/html	etag:%221844107f-2a55-5aa0995a47cfc%22	http://bendarby.co.uk/work/bluehealth/	D:/work/1/bendarby.co.uk/work/bluehealth/index.html	(from http://bendarby.co.uk/work/)
12:14:35	9708/9708	---M--	200	added ('OK')	image/svg+xml	etag:%22b33ca0-25ec-5a00470b4618a%22	http://bendarby.co.uk/assets/img/bluehealth-logo.svg	D:/work/1/bendarby.co.uk/assets/img/bluehealth-logo.svg	(from http://bendarby.co.uk/work/)
12:14:41	123710/123710	---M--	200	added ('OK')	image/jpeg	etag:%22b33cf2-1e33e-5a00470c76f3a%22	http://bendarby.co.uk/assets/img/di-work.jpg	D:/work/1/bendarby.co.uk/assets/img/di-work.jpg	(from http://bendarby.co.uk/work/)
12:14:41	239/239	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Aug%202020%2006:44:44%20GMT	http://bendarby.co.uk/work/hae	D:/work/1/bendarby.co.uk/work/hae.3e.delayed	(from http://bendarby.co.uk/work/)
12:14:42	10725/10725	---M--	200	added ('OK')	text/html	etag:%221a1971c9-29e5-5aa0995a6ccc2%22	http://bendarby.co.uk/work/hae/	D:/work/1/bendarby.co.uk/work/hae/index.html	(from http://bendarby.co.uk/work/)
12:14:44	100548/100548	---M--	200	added ('OK')	image/svg+xml	etag:%22b33c80-188c4-5a00470ac3089%22	http://bendarby.co.uk/assets/img/apriori-logo.svg	D:/work/1/bendarby.co.uk/assets/img/apriori-logo.svg	(from http://bendarby.co.uk/work/)
12:14:56	189099/189099	---M--	200	added ('OK')	image/jpeg	etag:%22b33d36-2e2ab-5a00470d17693%22	http://bendarby.co.uk/assets/img/gnr-work.jpg	D:/work/1/bendarby.co.uk/assets/img/gnr-work.jpg	(from http://bendarby.co.uk/work/)
12:14:57	52525/52525	---M--	200	added ('OK')	image/svg+xml	etag:%22b33d43-cd2d-5a00470d60aa8%22	http://bendarby.co.uk/assets/img/wave-logo.svg	D:/work/1/bendarby.co.uk/assets/img/wave-logo.svg	(from http://bendarby.co.uk/work/)
12:15:06	235010/235010	---M--	200	added ('OK')	image/jpeg	etag:%22b33c9b-39602-5a00470b27663%22	http://bendarby.co.uk/assets/img/arc-work.jpg	D:/work/1/bendarby.co.uk/assets/img/arc-work.jpg	(from http://bendarby.co.uk/work/)
12:15:07	176651/176651	---M--	200	added ('OK')	image/jpeg	etag:%22b33ca5-2b20b-5a00470b53023%22	http://bendarby.co.uk/assets/img/bluehealth-work.jpg	D:/work/1/bendarby.co.uk/assets/img/bluehealth-work.jpg	(from http://bendarby.co.uk/work/)
12:15:07	232/232	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Aug%202020%2006:45:10%20GMT	http://bendarby.co.uk/work/js/vendor/jquery-2.1.4.min.js	D:/work/1/bendarby.co.uk/work/js/vendor/jquery-2.1.4.min.43.delayed	(from http://bendarby.co.uk/work/)
12:15:17	193862/193862	---M--	200	added ('OK')	image/jpeg	etag:%22b33d37-2f546-5a00470d2a469%22	http://bendarby.co.uk/assets/img/hae-work.jpg	D:/work/1/bendarby.co.uk/assets/img/hae-work.jpg	(from http://bendarby.co.uk/work/)
12:15:45	294329/294329	---M--	200	added ('OK')	image/jpeg	etag:%22b33d47-47db9-5a00470d7c6cc%22	http://bendarby.co.uk/assets/img/wave-work.jpg	D:/work/1/bendarby.co.uk/assets/img/wave-work.jpg	(from http://bendarby.co.uk/work/)
12:16:04	353532/353532	---M--	200	added ('OK')	image/jpeg	etag:%22b33cca-564fc-5a00470bbfa23%22	http://bendarby.co.uk/assets/img/di-main.jpg	D:/work/1/bendarby.co.uk/assets/img/di-main.jpg	(from http://bendarby.co.uk/work/development-initiatives/)
